date,montant,type_transaction,id_client,region,frequence_transaction,souscrit_offre
2027-07-25,1753,dépôt,189,Abidjan,18,0
2035-01-16,5050,retrait,49,Yamoussoukro,5,0
2034-01-22,7757,dépôt,164,Abidjan,23,1
2034-08-23,5137,retrait,43,Abidjan,16,1
2040-09-21,4707,retrait,91,San-Pédro,19,0
2028-12-07,8528,retrait,73,Bouaké,7,0
2043-11-08,621,retrait,11,Yamoussoukro,29,0
2029-12-08,4783,paiement,49,San-Pédro,13,0
2027-08-23,8204,retrait,54,Abidjan,16,1
2025-12-31,7280,retrait,5,Yamoussoukro,18,0
2039-07-02,6174,paiement,182,Yamoussoukro,11,0
2039-01-18,5481,paiement,156,Yamoussoukro,26,1
2033-04-09,6731,retrait,182,Bouaké,1,0
2027-06-19,4390,dépôt,194,Bouaké,1,0
2036-06-07,3496,paiement,88,San-Pédro,23,0
2028-02-25,6657,dépôt,2,Yamoussoukro,2,0
2035-05-20,1411,retrait,106,Bouaké,16,0
2037-09-13,5201,retrait,118,Bouaké,3,0
2027-06-01,9998,dépôt,77,Bouaké,18,0
2025-09-05,4151,paiement,168,Bouaké,4,1
2033-12-08,9556,paiement,29,Abidjan,15,0
2038-08-03,6732,retrait,99,Abidjan,19,0
2042-05-17,4438,paiement,108,Abidjan,20,0
2025-04-28,8732,paiement,131,Abidjan,5,0
2033-05-01,5788,retrait,58,Bouaké,16,0
2033-01-10,6319,paiement,59,Yamoussoukro,24,0
2029-03-21,3273,paiement,3,Yamoussoukro,15,1
2029-07-20,8050,retrait,107,Yamoussoukro,18,0
2042-02-14,3622,paiement,190,Abidjan,23,0
2028-01-05,1788,retrait,38,San-Pédro,5,0
2030-07-23,1010,retrait,2,Yamoussoukro,4,0
2023-02-17,929,dépôt,147,Abidjan,20,0
2043-12-11,5722,dépôt,183,San-Pédro,16,1
2026-09-12,2256,retrait,42,San-Pédro,15,1
2043-05-25,2560,retrait,106,San-Pédro,12,1
2031-06-08,9869,retrait,94,Abidjan,23,0
2024-03-22,8682,paiement,65,Bouaké,15,0
2029-02-26,690,dépôt,22,San-Pédro,24,0
2027-10-10,9490,retrait,198,Yamoussoukro,5,0
2025-04-24,2110,dépôt,173,San-Pédro,8,0
2037-02-12,5292,paiement,33,San-Pédro,19,0
2030-10-31,196,paiement,1,Abidjan,19,1
2038-03-07,4653,retrait,84,Yamoussoukro,10,0
2029-09-06,7868,dépôt,42,Abidjan,23,0
2024-11-09,2049,dépôt,61,San-Pédro,14,1
2042-05-24,5293,retrait,125,San-Pédro,22,0
2035-05-04,6013,retrait,26,San-Pédro,10,1
2026-07-18,9901,dépôt,5,Bouaké,28,0
2030-07-22,5235,dépôt,63,Abidjan,29,0
2033-07-13,4661,dépôt,84,Abidjan,13,1
2035-07-30,2470,paiement,172,San-Pédro,22,0
2043-06-20,9819,dépôt,50,Yamoussoukro,7,0
2038-09-07,5706,retrait,126,Yamoussoukro,23,1
2039-03-07,583,retrait,152,San-Pédro,10,0
2026-01-17,2056,dépôt,128,Yamoussoukro,20,0
2025-02-15,2921,dépôt,98,Yamoussoukro,18,0
2043-09-16,8259,retrait,190,Abidjan,12,0
2029-02-09,6663,dépôt,42,Abidjan,11,0
2029-02-06,2305,dépôt,100,Bouaké,15,0
2028-11-23,7159,dépôt,17,San-Pédro,29,1
2037-11-29,633,dépôt,195,Bouaké,19,0
2036-11-22,8987,paiement,50,Yamoussoukro,29,1
2036-01-17,6404,retrait,33,Abidjan,19,0
2026-09-28,7772,dépôt,95,San-Pédro,16,0
2027-01-09,4704,paiement,196,Abidjan,9,0
2028-01-26,5431,dépôt,146,Bouaké,18,1
2028-05-17,4165,paiement,138,Yamoussoukro,11,0
2031-01-05,6481,retrait,62,Abidjan,17,0
2042-05-12,3186,paiement,34,San-Pédro,8,0
2035-11-26,9353,paiement,152,Abidjan,7,0
2033-08-23,3510,dépôt,103,Bouaké,8,0
2024-04-30,9481,retrait,1,San-Pédro,4,1
2029-02-17,7475,retrait,171,Bouaké,19,0
2034-02-03,182,paiement,171,Yamoussoukro,6,0
2031-06-29,8554,paiement,61,Abidjan,27,0
2043-05-05,1802,paiement,9,Yamoussoukro,2,1
2039-10-26,4674,paiement,10,Abidjan,5,0
2023-01-31,9461,retrait,50,San-Pédro,10,0
2028-02-23,7963,paiement,64,San-Pédro,26,1
2038-11-25,263,paiement,158,San-Pédro,23,1
2034-09-15,3055,retrait,54,Bouaké,7,0
2031-07-26,846,retrait,55,Bouaké,13,0
2032-04-22,5138,paiement,39,Abidjan,19,1
2037-02-26,6906,dépôt,100,Abidjan,29,0
2044-11-01,9975,dépôt,104,San-Pédro,14,0
2025-11-02,5760,paiement,147,Yamoussoukro,10,1
2024-09-28,9158,paiement,169,San-Pédro,29,0
2039-06-04,4428,paiement,80,Bouaké,26,0
2031-05-06,4448,paiement,23,San-Pédro,1,0
2025-12-19,1645,retrait,22,San-Pédro,25,1
2030-02-28,9696,dépôt,15,Yamoussoukro,5,1
2025-05-11,3137,retrait,119,Abidjan,12,0
2034-01-18,4676,retrait,14,Bouaké,20,0
2025-06-22,7002,dépôt,129,Abidjan,2,1
2041-06-03,392,dépôt,69,San-Pédro,12,1
2023-04-20,3557,dépôt,126,Abidjan,13,0
2044-01-23,2854,retrait,92,San-Pédro,11,1
2043-05-03,4936,paiement,68,Abidjan,25,0
2041-01-04,5861,dépôt,105,San-Pédro,1,0
2043-12-16,3538,paiement,147,San-Pédro,3,1
2041-05-29,1397,retrait,58,Bouaké,24,0
2043-11-29,1683,retrait,161,Bouaké,9,0
2039-02-05,1960,paiement,172,Yamoussoukro,14,1
2028-01-06,5359,dépôt,149,Bouaké,25,0
2042-03-15,5986,dépôt,54,San-Pédro,16,0
2036-10-16,5881,paiement,94,Abidjan,2,0
2025-02-21,5850,paiement,30,San-Pédro,2,1
2044-05-15,5632,retrait,93,San-Pédro,15,0
2042-07-06,6255,paiement,95,San-Pédro,25,0
2033-01-01,3577,paiement,179,Bouaké,28,0
2036-04-14,6682,dépôt,29,Yamoussoukro,4,0
2030-09-27,2000,retrait,26,Bouaké,5,0
2033-09-14,2650,retrait,195,Bouaké,18,0
2027-12-31,2060,retrait,153,Abidjan,21,1
2030-03-02,4868,dépôt,61,San-Pédro,18,0
2038-02-10,2805,retrait,192,Bouaké,1,0
2025-12-30,6780,paiement,196,Bouaké,10,1
2038-05-22,7707,dépôt,96,Abidjan,13,1
2038-07-28,1904,retrait,85,San-Pédro,17,1
2032-04-05,9985,retrait,94,Bouaké,13,0
2036-05-06,1779,paiement,120,Abidjan,19,0
2033-10-25,9709,paiement,11,San-Pédro,18,0
2030-11-05,539,retrait,154,Yamoussoukro,26,0
2027-07-13,1606,dépôt,150,Abidjan,1,0
2040-12-12,7762,retrait,88,Bouaké,10,1
2043-01-27,6963,paiement,95,Abidjan,1,0
2029-05-12,738,retrait,103,San-Pédro,25,0
2029-08-10,6374,paiement,94,San-Pédro,25,0
2039-10-19,416,dépôt,168,Abidjan,3,1
2030-04-08,7591,retrait,122,Abidjan,24,1
2031-04-07,2761,dépôt,183,Bouaké,13,0
2030-05-02,6995,dépôt,15,Bouaké,7,0
2035-06-05,8147,paiement,17,Abidjan,2,1
2037-04-10,1058,retrait,82,Yamoussoukro,28,0
2038-04-08,4067,dépôt,164,Yamoussoukro,16,0
2036-09-18,9460,paiement,125,Bouaké,11,1
2044-08-15,6354,dépôt,70,Yamoussoukro,4,0
2023-06-28,5062,paiement,118,Abidjan,7,1
2038-01-25,3308,dépôt,19,Yamoussoukro,27,0
2038-07-23,279,dépôt,48,Abidjan,18,0
2032-02-23,1318,retrait,22,Yamoussoukro,6,0
2026-04-19,2130,paiement,65,San-Pédro,26,0
2029-01-11,3101,dépôt,54,Bouaké,5,0
2037-10-21,3799,retrait,173,Bouaké,20,1
2040-10-15,3125,dépôt,49,San-Pédro,21,0
2039-11-29,8905,retrait,171,Yamoussoukro,14,0
2043-03-09,4755,paiement,39,Bouaké,3,1
2044-10-10,7580,retrait,182,Yamoussoukro,16,0
2033-10-29,7976,dépôt,98,San-Pédro,20,0
2027-11-06,8044,retrait,129,Yamoussoukro,21,0
2025-04-09,9894,paiement,76,Bouaké,8,1
2025-07-30,8225,paiement,47,San-Pédro,13,0
2031-09-05,5554,dépôt,174,Yamoussoukro,18,0
2029-10-22,4542,paiement,174,San-Pédro,20,0
2024-09-19,1053,retrait,119,San-Pédro,16,1
2031-03-31,9726,retrait,191,Abidjan,14,1
2035-11-30,9953,paiement,179,Yamoussoukro,20,0
2025-07-14,1671,dépôt,10,Abidjan,19,0
2023-10-23,6401,paiement,176,San-Pédro,8,0
2025-11-18,1117,dépôt,158,Yamoussoukro,12,0
2030-05-31,8331,paiement,89,Yamoussoukro,3,0
2031-10-19,4242,dépôt,170,Abidjan,12,0
2041-12-12,2385,dépôt,42,Abidjan,5,1
2030-11-07,7836,dépôt,147,Abidjan,16,0
2030-08-21,7775,dépôt,27,Abidjan,22,0
2025-08-02,9460,retrait,50,Bouaké,13,0
2040-06-08,866,paiement,162,San-Pédro,13,1
2041-03-09,7574,retrait,80,Abidjan,24,0
2023-01-13,3017,paiement,11,Abidjan,18,1
2026-01-22,4524,retrait,156,Yamoussoukro,14,1
2038-12-22,7613,dépôt,38,Abidjan,26,0
2044-06-04,6385,dépôt,26,San-Pédro,25,0
2038-01-07,3946,retrait,77,Abidjan,19,1
2031-07-19,6794,paiement,7,Yamoussoukro,28,0
2036-05-04,9462,paiement,58,Yamoussoukro,27,0
2026-08-12,141,retrait,187,San-Pédro,19,1
2025-02-18,1565,dépôt,62,San-Pédro,10,1
2044-05-25,4528,dépôt,6,Yamoussoukro,17,0
2043-01-16,1779,dépôt,24,San-Pédro,11,1
2032-11-26,2613,paiement,8,Yamoussoukro,16,0
2033-04-23,4077,paiement,178,San-Pédro,24,0
2024-03-09,1934,dépôt,30,San-Pédro,9,0
2024-10-15,8615,dépôt,27,Yamoussoukro,2,0
2029-10-13,5218,retrait,174,Abidjan,24,0
2037-06-03,7967,dépôt,163,Abidjan,18,1
2039-04-02,4810,retrait,66,Yamoussoukro,10,0
2036-03-22,5095,retrait,179,Bouaké,19,0
2035-08-28,9324,paiement,75,Yamoussoukro,22,0
2031-05-14,8105,retrait,167,Bouaké,12,0
2044-05-06,8402,retrait,96,Abidjan,15,0
2034-01-31,176,dépôt,88,Yamoussoukro,25,0
2030-11-26,2085,dépôt,175,Yamoussoukro,7,0
2040-09-06,3055,paiement,103,Abidjan,2,0
2036-02-04,9791,paiement,74,San-Pédro,12,1
2038-12-25,4088,retrait,142,San-Pédro,23,1
2033-02-23,1397,paiement,12,Yamoussoukro,19,0
2031-03-04,9619,retrait,157,San-Pédro,6,0
2038-03-29,3112,retrait,158,Yamoussoukro,27,0
2024-07-24,6161,paiement,41,San-Pédro,27,1
2026-12-19,8966,paiement,52,Abidjan,11,1
2036-11-10,6504,retrait,176,Yamoussoukro,21,0
2034-02-05,4077,dépôt,71,Abidjan,20,0
2036-04-17,2352,paiement,41,Abidjan,29,0
2034-03-24,5327,dépôt,184,Yamoussoukro,5,1
2027-10-12,9619,paiement,165,Yamoussoukro,12,1
2030-07-04,9644,paiement,172,Bouaké,21,0
2027-05-10,4191,dépôt,133,Bouaké,24,0
2033-06-17,799,dépôt,64,Bouaké,28,0
2023-10-15,3736,paiement,138,Abidjan,17,1
2027-10-05,6623,retrait,64,San-Pédro,16,1
2036-10-02,2924,paiement,59,Bouaké,5,0
2042-05-10,5601,dépôt,145,San-Pédro,10,0
2032-05-26,8078,paiement,67,San-Pédro,2,0
2036-08-07,4327,dépôt,92,Yamoussoukro,26,0
2041-06-25,7299,dépôt,18,Yamoussoukro,13,0
2038-01-03,9842,retrait,9,San-Pédro,12,0
2038-10-19,2190,retrait,74,Abidjan,11,0
2030-09-28,5859,dépôt,192,San-Pédro,25,0
2027-08-12,8266,paiement,141,Yamoussoukro,29,1
2037-04-18,9481,dépôt,29,San-Pédro,23,0
2026-08-31,7181,dépôt,132,Bouaké,2,1
2034-10-27,5324,paiement,112,Abidjan,8,0
2030-07-05,8718,retrait,97,Bouaké,13,1
2042-02-12,8906,dépôt,56,Bouaké,20,1
2040-12-26,2516,dépôt,114,Bouaké,9,0
2033-08-05,3432,paiement,127,Yamoussoukro,4,0
2038-08-18,1653,paiement,119,Yamoussoukro,7,0
2030-12-12,8021,retrait,123,Yamoussoukro,2,1
2029-03-08,1167,paiement,9,San-Pédro,9,0
2035-09-15,3788,dépôt,189,Abidjan,29,0
2036-04-24,7239,dépôt,86,Bouaké,19,1
2033-10-30,8949,retrait,12,Bouaké,8,1
2041-01-20,3397,paiement,161,Bouaké,10,1
2043-10-16,7344,paiement,169,Abidjan,17,1
2035-01-28,7862,dépôt,27,Abidjan,12,0
2027-04-14,7832,dépôt,143,Bouaké,28,0
2039-09-28,6613,retrait,154,Abidjan,28,0
2035-09-30,4448,retrait,124,Abidjan,23,0
2044-11-25,2386,dépôt,29,Yamoussoukro,1,0
2036-01-15,9964,retrait,87,Abidjan,25,1
2028-12-25,1198,dépôt,19,Yamoussoukro,7,0
2034-03-28,9934,paiement,34,Bouaké,21,0
2026-05-16,1216,dépôt,169,Yamoussoukro,2,0
2037-07-08,9119,dépôt,19,Abidjan,27,0
2026-06-12,8902,dépôt,191,Bouaké,23,0
2029-03-04,7888,retrait,122,Bouaké,4,0
2028-05-05,444,retrait,47,Bouaké,25,0
2043-05-13,521,dépôt,13,San-Pédro,14,0
2023-04-24,3300,dépôt,168,Yamoussoukro,15,1
2041-08-10,8191,paiement,27,San-Pédro,4,0
2029-11-14,1977,dépôt,31,San-Pédro,3,0
2039-01-22,3665,paiement,30,Yamoussoukro,20,1
2034-01-30,4523,paiement,76,San-Pédro,6,0
2031-02-11,9359,retrait,188,Bouaké,7,0
2029-12-23,4428,paiement,146,Bouaké,10,0
2034-03-29,859,dépôt,78,Bouaké,12,0
2024-05-22,4927,retrait,35,San-Pédro,11,0
2035-12-14,8090,retrait,29,San-Pédro,16,1
2035-10-25,2762,dépôt,121,Yamoussoukro,6,0
2032-08-19,3960,retrait,96,Bouaké,13,1
2042-05-29,7551,paiement,21,San-Pédro,9,0
2038-09-23,5591,dépôt,198,Yamoussoukro,11,0
2034-08-24,8075,retrait,121,Bouaké,2,0
2030-10-21,6348,dépôt,53,San-Pédro,21,0
2035-11-01,2600,paiement,99,Bouaké,1,1
2034-09-04,9605,retrait,102,Bouaké,29,0
2043-08-11,2269,retrait,78,Yamoussoukro,12,0
2023-12-17,7701,dépôt,53,Bouaké,24,0
2035-12-26,2856,dépôt,160,Abidjan,25,0
2030-12-16,9983,paiement,11,Bouaké,20,0
2036-11-25,7603,retrait,112,San-Pédro,7,1
2035-04-14,5997,retrait,134,Yamoussoukro,15,0
2029-11-10,1165,retrait,89,Yamoussoukro,24,1
2030-03-05,8290,paiement,198,Yamoussoukro,24,1
2038-12-30,4881,dépôt,16,Yamoussoukro,27,0
2026-01-19,8635,dépôt,188,Yamoussoukro,15,1
2030-10-17,5719,retrait,75,San-Pédro,8,1
2038-06-27,2616,retrait,168,Bouaké,23,0
2023-10-26,4608,dépôt,119,Bouaké,27,1
2027-08-03,1731,retrait,45,Bouaké,16,1
2040-05-25,1949,retrait,87,Bouaké,14,0
2043-10-02,4992,retrait,144,Bouaké,20,0
2034-10-25,6852,dépôt,87,San-Pédro,23,0
2039-09-18,3420,retrait,75,Yamoussoukro,15,0
2040-11-20,2630,retrait,156,Yamoussoukro,19,1
2032-11-14,8828,paiement,104,Yamoussoukro,10,0
2033-01-16,6087,retrait,24,Yamoussoukro,12,0
2023-08-18,856,retrait,169,Yamoussoukro,26,1
2023-03-18,8853,paiement,76,San-Pédro,11,0
2039-06-12,3757,retrait,36,Yamoussoukro,19,1
2038-03-22,5417,dépôt,49,Yamoussoukro,13,0
2044-04-30,997,retrait,125,Yamoussoukro,4,0
2037-02-10,714,dépôt,39,Yamoussoukro,17,1
2028-10-04,9016,retrait,88,San-Pédro,25,0
2043-05-10,4040,retrait,170,Bouaké,14,0
2040-11-26,4820,retrait,58,Bouaké,26,0
2042-03-09,7807,paiement,7,Bouaké,26,1
2032-01-11,4021,retrait,51,Bouaké,11,0
2038-03-12,7900,retrait,51,Abidjan,15,0
2039-06-06,8312,dépôt,71,Yamoussoukro,26,0
2027-06-03,5003,retrait,63,Bouaké,23,0
2024-08-30,7669,dépôt,178,Yamoussoukro,14,1
2033-07-19,2548,dépôt,142,San-Pédro,24,0
2035-12-12,6670,dépôt,86,San-Pédro,2,0
2025-12-29,1735,retrait,97,Bouaké,19,0
2037-07-10,7794,dépôt,28,Bouaké,17,1
2030-03-07,7217,retrait,20,San-Pédro,14,0
2040-10-03,6479,retrait,198,Yamoussoukro,24,1
2044-07-05,7307,dépôt,139,San-Pédro,3,0
2043-10-17,7621,paiement,27,Abidjan,15,1
2023-07-23,3153,paiement,24,San-Pédro,9,1
2029-07-15,121,dépôt,37,Bouaké,19,0
2033-02-06,4976,dépôt,141,Yamoussoukro,11,0
2035-08-15,4436,retrait,174,Bouaké,25,0
2025-04-17,3901,retrait,130,San-Pédro,1,0
2031-01-13,7520,retrait,194,Bouaké,8,0
2037-12-10,8559,dépôt,137,San-Pédro,8,0
2044-09-20,8166,retrait,184,Abidjan,21,0
2026-05-15,9222,retrait,159,San-Pédro,8,0
2039-08-25,4090,retrait,34,Abidjan,22,0
2027-05-29,4927,retrait,168,Yamoussoukro,17,0
2043-06-29,877,paiement,196,San-Pédro,28,0
2032-07-10,2061,retrait,17,San-Pédro,17,0
2040-11-25,8763,dépôt,86,Abidjan,20,0
2043-11-12,3335,dépôt,171,Abidjan,19,0
2041-06-21,952,dépôt,9,San-Pédro,15,0
2030-06-25,2758,dépôt,51,Abidjan,24,0
2037-08-26,9921,dépôt,164,Bouaké,19,0
2040-08-09,2511,retrait,78,Bouaké,12,1
2041-10-13,9750,dépôt,106,Abidjan,2,1
2040-03-24,2910,dépôt,98,Abidjan,3,0
2032-02-20,7454,dépôt,179,Yamoussoukro,24,0
2033-03-20,2239,dépôt,117,San-Pédro,5,1
2039-09-23,2975,paiement,29,San-Pédro,9,0
2036-05-22,1506,dépôt,163,Abidjan,7,0
2032-03-29,908,paiement,86,Bouaké,7,0
2034-02-08,5282,retrait,162,Yamoussoukro,25,1
2024-10-19,9886,paiement,134,Yamoussoukro,19,0
2025-03-01,6140,dépôt,121,Yamoussoukro,7,1
2032-09-10,202,dépôt,171,Abidjan,16,0
2040-02-10,4746,paiement,74,San-Pédro,20,1
2041-01-28,6890,paiement,5,Bouaké,7,0
2030-01-05,2437,paiement,168,Yamoussoukro,26,0
2033-11-10,9977,retrait,88,San-Pédro,13,0
2026-09-21,7702,retrait,125,Yamoussoukro,10,0
2043-02-07,7514,paiement,74,Abidjan,26,0
2029-06-05,6313,paiement,148,San-Pédro,6,1
2037-11-15,7978,dépôt,69,Bouaké,16,1
2035-09-05,6342,paiement,23,San-Pédro,7,1
2030-08-13,9777,paiement,24,Bouaké,10,0
2039-03-25,3365,retrait,104,San-Pédro,12,1
2043-02-24,8917,dépôt,130,Yamoussoukro,13,0
2039-08-27,753,retrait,139,Abidjan,22,1
2042-02-26,1882,dépôt,110,Yamoussoukro,18,0
2032-07-29,6575,paiement,100,Bouaké,7,0
2024-09-07,4851,paiement,172,Yamoussoukro,2,0
2030-01-19,331,retrait,48,Abidjan,20,0
2040-09-15,5330,retrait,61,Yamoussoukro,27,0
2029-05-03,9557,dépôt,96,San-Pédro,19,0
2027-09-02,3374,paiement,142,Abidjan,12,0
2038-07-18,3436,retrait,54,Bouaké,21,0
2039-12-22,9020,dépôt,66,San-Pédro,9,1
2041-09-19,7115,paiement,71,Bouaké,9,0
2027-11-16,4646,retrait,112,San-Pédro,5,0
2032-04-04,8766,retrait,169,San-Pédro,12,1
2025-03-14,1473,dépôt,12,San-Pédro,18,0
2025-05-07,7269,retrait,136,Abidjan,7,0
2035-07-11,9881,dépôt,130,Bouaké,23,0
2035-10-23,9582,paiement,146,San-Pédro,26,0
2025-09-17,5034,paiement,193,San-Pédro,8,0
2037-09-28,8863,dépôt,149,San-Pédro,27,0
2040-03-22,1153,paiement,159,Abidjan,11,0
2031-09-30,9577,retrait,145,San-Pédro,4,0
2038-06-30,3138,retrait,141,Abidjan,5,0
2023-08-08,9912,paiement,42,San-Pédro,9,0
2035-03-31,9257,dépôt,20,San-Pédro,4,0
2026-07-12,9174,paiement,53,Bouaké,8,0
2024-08-05,2021,paiement,104,Yamoussoukro,20,0
2030-03-03,5743,paiement,40,San-Pédro,21,1
2023-02-13,4761,retrait,7,Yamoussoukro,27,0
2026-05-19,1846,paiement,59,San-Pédro,3,1
2042-06-28,6871,paiement,192,San-Pédro,6,0
2043-10-11,6982,dépôt,27,Bouaké,6,0
2032-01-03,6233,paiement,28,Yamoussoukro,16,1
2044-03-08,6869,paiement,10,Yamoussoukro,4,0
2028-03-07,444,dépôt,40,Abidjan,22,0
2036-05-11,7089,dépôt,142,San-Pédro,5,0
2042-03-11,7544,paiement,44,Abidjan,28,0
2035-07-21,7426,retrait,186,San-Pédro,3,0
2042-08-09,1534,dépôt,3,San-Pédro,13,0
2025-12-07,2190,retrait,2,Abidjan,26,0
2024-12-19,5184,paiement,39,Yamoussoukro,10,1
2029-06-22,589,retrait,146,Yamoussoukro,22,0
2027-02-14,3336,retrait,159,San-Pédro,5,0
2024-11-01,4229,paiement,138,Yamoussoukro,23,1
2035-08-20,6427,paiement,74,Abidjan,2,1
2031-01-31,4163,dépôt,45,Yamoussoukro,20,0
2036-03-29,5319,paiement,75,Bouaké,10,1
2043-05-22,3379,dépôt,173,Abidjan,12,0
2035-09-25,6654,retrait,11,Abidjan,9,1
2025-06-16,6776,paiement,147,Abidjan,7,0
2040-08-23,2754,paiement,15,San-Pédro,5,1
2030-04-20,6522,dépôt,82,Abidjan,26,0
2030-11-30,9680,paiement,192,Yamoussoukro,4,0
2033-02-15,4762,dépôt,11,Yamoussoukro,19,0
2027-03-11,7854,retrait,128,Yamoussoukro,20,0
2032-06-04,9407,retrait,108,San-Pédro,24,1
2041-05-03,6797,retrait,25,Abidjan,16,0
2035-08-12,5222,dépôt,118,Bouaké,24,0
2040-07-01,3480,dépôt,56,Abidjan,9,1
2034-12-03,7566,paiement,159,Yamoussoukro,1,0
2034-11-12,8265,dépôt,166,San-Pédro,26,1
2044-03-10,8811,retrait,132,Abidjan,4,0
2035-06-20,1753,dépôt,25,Abidjan,28,1
2039-09-22,1409,retrait,129,San-Pédro,7,1
2028-02-18,8669,paiement,2,Abidjan,14,1
2029-06-28,5976,dépôt,195,Abidjan,19,1
2027-11-05,1122,paiement,79,San-Pédro,24,0
2038-12-11,9661,paiement,180,Bouaké,9,0
2033-07-09,7841,paiement,53,San-Pédro,15,0
2028-06-06,640,dépôt,150,Bouaké,16,0
2024-06-15,5961,paiement,32,Yamoussoukro,9,0
2038-09-20,9418,dépôt,126,San-Pédro,12,1
2042-05-28,5163,paiement,129,San-Pédro,4,0
2042-08-18,967,dépôt,195,San-Pédro,29,0
2030-11-21,4926,dépôt,199,Bouaké,14,1
2023-03-23,789,paiement,41,San-Pédro,22,0
2033-09-08,315,retrait,31,Abidjan,18,1
2040-11-03,7345,paiement,186,Bouaké,14,0
2031-12-13,9439,retrait,18,San-Pédro,21,0
2028-12-03,1423,retrait,93,Bouaké,14,0
2025-01-01,388,dépôt,73,Abidjan,5,0
2029-05-28,5881,paiement,191,San-Pédro,26,1
2038-12-13,9330,retrait,70,Yamoussoukro,15,0
2029-02-10,5466,dépôt,198,San-Pédro,26,0
2040-05-04,2843,retrait,149,Abidjan,11,0
2037-08-29,5381,dépôt,114,Yamoussoukro,9,1
2043-08-26,5243,dépôt,3,San-Pédro,11,1
2036-11-20,7093,paiement,79,Yamoussoukro,18,0
2035-08-16,3563,retrait,117,San-Pédro,16,0
2038-05-23,8776,dépôt,75,Yamoussoukro,5,0
2033-05-13,6361,paiement,37,Bouaké,25,0
2040-10-16,1381,paiement,87,Yamoussoukro,2,0
2030-05-29,4360,paiement,69,Yamoussoukro,21,0
2026-06-09,734,paiement,70,Bouaké,19,1
2028-10-05,1906,dépôt,63,San-Pédro,26,0
2034-10-24,2211,dépôt,124,Yamoussoukro,24,0
2035-01-29,8236,paiement,48,Yamoussoukro,26,0
2035-01-25,9069,retrait,121,Abidjan,18,0
2025-06-17,7607,dépôt,156,Bouaké,20,0
2024-03-04,9809,dépôt,161,Yamoussoukro,23,0
2042-09-12,1580,retrait,22,Yamoussoukro,13,0
2038-01-20,642,paiement,94,San-Pédro,9,0
2040-02-29,8399,retrait,115,San-Pédro,26,1
2042-11-02,3988,paiement,109,Bouaké,15,1
2026-05-07,4110,retrait,23,Bouaké,2,0
2032-09-11,7034,paiement,61,Yamoussoukro,28,0
2032-07-16,6856,dépôt,74,Bouaké,6,0
2041-10-12,7983,retrait,194,Yamoussoukro,9,0
2041-12-31,4266,dépôt,180,Abidjan,24,1
2043-06-26,3512,dépôt,139,Yamoussoukro,15,1
2039-07-23,5458,retrait,182,Yamoussoukro,24,0
2027-06-10,3107,paiement,110,Bouaké,10,1
2042-07-29,1672,dépôt,84,Yamoussoukro,28,0
2034-04-01,1231,paiement,57,San-Pédro,4,1
2040-07-02,9018,retrait,8,Abidjan,22,0
2026-01-01,7189,retrait,86,San-Pédro,13,0
2030-06-08,5826,paiement,144,San-Pédro,22,1
2028-09-03,6159,paiement,47,San-Pédro,25,0
2044-07-09,6690,paiement,27,Yamoussoukro,21,0
2038-02-01,6958,paiement,19,Bouaké,13,0
2034-07-03,1327,retrait,123,Yamoussoukro,28,0
2044-05-05,2991,paiement,10,Yamoussoukro,22,0
2041-06-29,9924,retrait,4,San-Pédro,21,0
2030-02-01,8015,retrait,64,San-Pédro,9,0
2027-11-24,4975,retrait,95,San-Pédro,22,0
2038-11-26,1336,paiement,71,Bouaké,14,0
2033-10-24,7449,retrait,172,Yamoussoukro,22,1
2024-06-12,6141,dépôt,124,Abidjan,13,0
2034-02-23,2323,paiement,141,Bouaké,29,1
2023-07-12,4182,retrait,60,Abidjan,6,0
2035-05-08,792,retrait,133,Bouaké,23,0
2026-01-31,4412,dépôt,62,Yamoussoukro,20,0
2032-06-29,8241,paiement,145,San-Pédro,6,0
2033-02-02,127,retrait,54,Yamoussoukro,27,0
2040-09-29,1694,dépôt,113,Yamoussoukro,15,0
2023-11-01,4585,dépôt,139,Yamoussoukro,24,0
2032-09-22,2629,retrait,187,San-Pédro,28,1
2026-07-16,7002,retrait,52,San-Pédro,21,1
2023-03-12,5355,paiement,96,Abidjan,7,0
2032-09-25,9935,dépôt,71,Bouaké,11,0
2035-07-12,6836,dépôt,59,Yamoussoukro,2,0
2030-05-11,8720,dépôt,109,Abidjan,26,0
2042-07-31,4087,dépôt,177,Bouaké,29,0
2032-12-30,5688,dépôt,93,Abidjan,19,0
2025-04-11,3880,retrait,123,Abidjan,17,1
2036-09-29,1758,paiement,149,Abidjan,26,0
2026-12-27,3369,dépôt,22,Bouaké,11,1
2033-12-27,3670,retrait,61,Bouaké,17,0
2036-05-31,9481,dépôt,72,Yamoussoukro,22,1
2023-08-27,9695,retrait,150,Abidjan,21,0
2023-04-03,2728,paiement,40,Abidjan,5,0
2031-02-25,3833,dépôt,117,Yamoussoukro,18,1
2032-06-25,2789,retrait,96,Yamoussoukro,12,1
2033-10-12,1086,paiement,86,Yamoussoukro,6,1
2044-04-05,5383,dépôt,70,Yamoussoukro,11,1
2034-05-14,6150,retrait,16,Bouaké,14,0
2041-07-04,4161,retrait,99,Bouaké,14,0
2032-05-03,3341,dépôt,139,Bouaké,16,0
2034-07-26,8749,paiement,192,Yamoussoukro,26,1
